,doc,token,pos,tag,nerLabel
2886,175,google,NN,O,NEI
2887,175,alerts,NNS,B-ARG1,NEO
2888,176,android,VB,B-ARG0,NEB
2889,176,a,DT,I-ARG0,Nothing
2890,176,breaking,NN,I-ARG0,NEB
2891,176,vulnerability,NN,I-ARG0,NEO
2892,176,leaks,JJ,B-V,Nothing
2893,176,device,NN,B-ARG1,NEB
2894,176,data,NNS,I-ARG1,NEO
2895,177,critical,JJ,O,Nothing
2896,177,cube,NN,O,NEB
2897,177,security,NN,O,NEI
2898,177,vulnerability,NN,O,NEO
2899,177,found,VBN,O,Nothing
2900,177,in,IN,O,Nothing
2901,177,by,IN,O,Nothing
2902,177,alarms,NNS,O,NEB
2903,177,plus,CC,O,Nothing
2904,177,pump,NN,B-V,NEB
2905,178,critical,JJ,O,Nothing
2906,178,cube,NN,O,NEB
2907,178,security,NN,O,NEI
2908,178,vulnerability,NN,O,NEO
2909,178,found,VBN,O,Nothing
2910,178,in,IN,O,Nothing
2911,178,by,IN,O,Nothing
2912,178,alarms,NNS,O,NEB
2913,178,plus,CC,O,Nothing
2914,178,pump,NN,B-V,NEB
2915,179,new,JJ,B-ARG1,NEB
2916,179,post,NN,I-ARG1,NEI
2917,179,word,NN,I-ARG1,NEO
2918,179,van,VBZ,I-ARG1,Nothing
2919,179,a,DT,I-ARG1,Nothing
2920,179,of,IN,I-ARG1,Nothing
2921,179,of,IN,I-ARG1,Nothing
2922,179,denial,NN,I-ARG1,NEB
2923,179,of,IN,I-ARG1,Nothing
2924,179,service,NN,I-ARG1,NEB
2925,179,has,VBZ,O,Nothing
2926,179,been,VBN,O,Nothing
2927,179,published,VBN,B-V,Nothing
2928,179,on,IN,B-ARGM-LOC,Nothing
2929,180,critical,JJ,O,Nothing
2930,180,cube,NN,O,NEB
2931,180,security,NN,O,NEI
2932,180,vulnerability,NN,O,NEO
2933,180,found,VBN,O,Nothing
2934,180,in,IN,O,Nothing
2935,180,by,IN,O,Nothing
2936,180,alarms,NNS,O,NEB
2937,180,plus,CC,O,Nothing
2938,180,pump,NN,B-V,NEB
2939,181,critical,JJ,O,Nothing
2940,181,cube,NN,O,NEB
2941,181,security,NN,O,NEI
2942,181,vulnerability,NN,O,NEO
2943,181,found,VBN,O,Nothing
2944,181,in,IN,O,Nothing
2945,181,by,IN,O,Nothing
2946,181,alarms,NNS,O,NEB
2947,181,plus,CC,O,Nothing
2948,181,pump,NN,B-V,NEB
2949,182,critical,JJ,O,Nothing
2950,182,cube,NN,O,NEB
2951,182,security,NN,O,NEI
2952,182,vulnerability,NN,O,NEO
2953,182,found,VBN,O,Nothing
2954,182,in,IN,O,Nothing
2955,182,by,IN,O,Nothing
2956,182,alarms,NNS,O,NEB
2957,182,plus,CC,O,Nothing
2958,182,pump,NN,B-V,NEB
2959,183,critical,JJ,O,Nothing
2960,183,cube,NN,O,NEB
2961,183,security,NN,O,NEI
2962,183,vulnerability,NN,O,NEO
2963,183,found,VBN,O,Nothing
2964,183,in,IN,O,Nothing
2965,183,by,IN,O,Nothing
2966,183,alarms,NNS,O,NEB
2967,183,plus,CC,O,Nothing
2968,183,pump,NN,B-V,NEB
2969,184,critical,JJ,O,Nothing
2970,184,cube,NN,O,NEB
2971,184,security,NN,O,NEI
2972,184,vulnerability,NN,O,NEO
2973,184,found,VBN,O,Nothing
2974,184,in,IN,O,Nothing
2975,184,by,IN,O,Nothing
2976,184,alarms,NNS,O,NEB
2977,184,plus,CC,O,Nothing
2978,184,pump,NN,B-V,NEB
2979,185,new,JJ,B-ARG1,NEB
2980,185,post,NN,I-ARG1,NEI
2981,185,network,NN,I-ARG1,NEO
2982,185,active,JJ,I-ARG1,Nothing
2983,185,web,NN,I-ARG1,NEB
2984,185,server,VBD,I-ARG1,NEO
2985,185,a,DT,I-ARG1,Nothing
2986,185,a,DT,O,Nothing
2987,185,are,VBP,O,Nothing
2988,185,alpha,VBZ,O,Nothing
2989,185,a,DT,O,Nothing
2990,185,a,DT,O,Nothing
2991,185,a,DT,B-ARG1,Nothing
2992,185,denial,NN,I-ARG1,NEB
2993,185,of,IN,I-ARG1,Nothing
2994,185,service,NN,I-ARG1,NEB
2995,185,has,VBZ,O,Nothing
2996,185,been,VBN,O,Nothing
2997,185,published,VBN,B-V,Nothing
2998,185,on,IN,O,Nothing
2999,186,new,JJ,B-ARG1,NEB
3000,186,post,NN,I-ARG1,NEO
3001,186,trillion,CD,I-ARG1,Nothing
3002,186,a,DT,I-ARG1,Nothing
3003,186,a,DT,I-ARG1,Nothing
3004,186,build,NN,I-ARG1,NEB
3005,186,of,IN,I-ARG1,Nothing
3006,186,denial,NN,I-ARG1,NEB
3007,186,of,IN,I-ARG1,Nothing
3008,186,service,NN,I-ARG1,NEB
3009,186,has,VBZ,O,Nothing
3010,186,been,VBN,O,Nothing
3011,186,published,VBN,B-V,Nothing
3012,186,on,IN,B-ARGM-LOC,Nothing
3013,187,network,NN,O,NEB
3014,187,active,JJ,O,Nothing
3015,187,web,NN,O,NEB
3016,187,server,VBD,O,NEO
3017,187,a,DT,O,Nothing
3018,187,a,DT,O,Nothing
3019,187,are,VBP,B-V,Nothing
3020,187,alpha,VBZ,B-ARG2,Nothing
3021,187,a,DT,I-ARG2,Nothing
3022,187,a,DT,I-ARG2,Nothing
3023,187,a,DT,O,Nothing
3024,187,denial,NN,O,NEB
3025,187,of,IN,O,Nothing
3026,187,service,NN,O,Nothing
3027,189,i,JJ,O,Nothing
3028,189,cant,VBP,O,Nothing
3029,189,tell,NN,O,NEB
3030,189,if,IN,O,Nothing
3031,189,in,IN,O,Nothing
3032,189,getting,VBG,O,Nothing
3033,189,dosed,VBD,O,Nothing
3034,189,or,CC,O,Nothing
3035,189,my,PRP$,O,Nothing
3036,189,internet,NN,O,NEB
3037,189,is,VBZ,O,Nothing
3038,189,fucking,VBG,O,Nothing
3039,189,up,RP,B-V,Nothing
3040,189,someone,NN,O,NEB
3041,189,help,NN,O,NEO
3042,189,in,IN,O,Nothing
3043,189,list,NN,O,NEB
3044,190,i,NN,O,NEB
3045,190,said,VBD,O,Nothing
3046,190,this,DT,O,Nothing
3047,190,before,NN,O,NEB
3048,190,and,CC,O,Nothing
3049,190,ism,NN,O,NEB
3050,190,saying,VBG,B-V,Nothing
3051,190,it,PRP,B-ARG1,Nothing
3052,190,again,RB,B-ARGM-TMP,Nothing
3053,191,obi,JJ,O,Nothing
3054,191,exchange,NN,O,NEB
3055,191,fuck,NN,O,NEI
3056,191,dos,NN,O,NEI
3057,191,i,NN,O,NEO
3058,191,need,VBP,O,Nothing
3059,191,my,PRP$,O,Nothing
3060,191,eth,JJ,O,Nothing
3061,191,back,RB,O,Nothing
3062,191,cause,NN,O,NEB
3063,191,i,NN,B-ARG0,NEO
3064,191,sent,VBD,B-V,Nothing
3065,191,to,TO,B-ARG2,Nothing
3066,191,your,PRP$,I-ARG2,Nothing
3067,191,scamming,VBG,I-ARG2,Nothing
3068,191,website,NN,I-ARG2,Nothing
3069,193,this,DT,O,Nothing
3070,193,is,VBZ,O,Nothing
3071,193,get,VB,O,Nothing
3072,193,a,DT,B-ARG0,Nothing
3073,193,factor,NN,I-ARG0,NEB
3074,193,authentication,NN,I-ARG0,NEO
3075,193,works,NNS,B-V,Nothing
3076,194,both,DT,O,Nothing
3077,194,machines,NNS,O,NEB
3078,194,passwords,NNS,O,NEO
3079,194,got,VBD,O,Nothing
3080,194,brute,RB,O,Nothing
3081,194,forced,VBN,O,Nothing
3082,194,and,CC,O,Nothing
3083,194,taken,VBN,O,Nothing
3084,194,control,NN,O,NEB
3085,194,by,IN,O,Nothing
3086,194,a,DT,O,Nothing
3087,194,unrelated,JJ,O,Nothing
3088,194,parties,NNS,O,NEB
3089,194,ransom,NN,O,NEO
3090,194,are,VBP,O,Nothing
3091,194,and,CC,O,Nothing
3092,194,botnet,JJ,O,NEB
3093,194,tools,NNS,O,NEB
3094,194,were,VBD,O,Nothing
3095,194,downloaded,VBN,O,Nothing
3096,194,help,NN,O,NEB
3097,194,now,RB,O,Nothing
3098,194,i,VBZ,O,Nothing
3099,194,know,VBP,O,Nothing
3100,194,people,NNS,O,NEB
3101,194,are,VBP,O,Nothing
3102,194,literally,RB,O,Nothing
3103,194,scanning,VBG,O,Nothing
3104,194,for,IN,O,Nothing
3105,194,these,DT,O,Nothing
3106,194,is,VBZ,O,Nothing
3107,194,and,CC,O,Nothing
3108,194,it,PRP,O,Nothing
3109,194,take,VB,O,Nothing
3110,194,long,JJ,O,Nothing
3111,194,for,IN,O,Nothing
3112,194,them,PRP,B-ARG1,Nothing
3113,194,to,TO,O,Nothing
3114,194,be,VB,O,Nothing
3115,194,found,VBN,B-V,Nothing
3116,194,we,PRP,O,Nothing
3117,194,had,VBD,O,Nothing
3118,194,no,DT,O,Nothing
3119,194,imp,JJ,O,Nothing
3120,194,files,NNS,O,NEB
3121,194,in,IN,O,Nothing
3122,194,those,DT,O,Nothing
3123,194,machines,NNS,O,NEB
3124,195,first,JJ,O,Nothing
3125,195,time,NN,O,NEB
3126,195,encountered,VBD,O,Nothing
3127,195,a,DT,O,Nothing
3128,195,ransom,NN,O,NEB
3129,195,are,VBP,O,Nothing
3130,195,attack,JJ,O,Nothing
3131,195,luckily,RB,O,Nothing
3132,195,on,IN,O,Nothing
3133,195,non,JJ,O,Nothing
3134,195,important,JJ,O,Nothing
3135,195,machines,NNS,O,NEB
3136,195,how,WRB,O,Nothing
3137,195,it,PRP,O,Nothing
3138,195,came,VBD,O,Nothing
3139,195,about,IN,O,Nothing
3140,195,we,PRP,O,Nothing
3141,195,had,VBD,O,Nothing
3142,195,many,JJ,O,Nothing
3143,195,cloud,JJ,O,NEB
3144,195,machines,NNS,O,NEB
3145,195,used,VBN,O,Nothing
3146,195,for,IN,O,Nothing
3147,195,a,DT,O,Nothing
3148,195,contest,NN,O,NEB
3149,195,and,CC,O,Nothing
3150,195,we,PRP,O,Nothing
3151,195,would,MD,O,Nothing
3152,195,assign,VB,O,Nothing
3153,195,them,PRP,O,Nothing
3154,195,to,TO,O,Nothing
3155,195,outside,JJ,B-ARG0,NEB
3156,195,people,NNS,I-ARG0,NEO
3157,195,to,TO,O,Nothing
3158,195,use,VB,B-V,NEB
3159,195,so,RB,B-ARG1,Nothing
3160,195,remote,JJ,O,Nothing
3161,195,desktop,NN,O,NEB
3162,195,was,VBD,O,Nothing
3163,195,open,JJ,O,Nothing
3164,195,to,TO,O,Nothing
3165,195,public,VB,O,Nothing
3166,196,epic,RB,O,Nothing
3167,196,wanted,VBD,O,Nothing
3168,196,google,NN,O,NEI
3169,196,not,RB,O,Nothing
3170,196,to,TO,O,Nothing
3171,196,report,VB,O,NEB
3172,196,footnote,VB,O,Nothing
3173,196,android,JJ,O,NEI
3174,196,vulnerability,NN,O,NEB
3175,196,immediately,RB,O,Nothing
3176,196,gadget,VB,B-ARG1,Nothing
3177,196,smartphone,NN,B-V,NEB
3178,196,i,NN,O,NEI
3179,196,phone,NN,O,NEI
3180,196,android,NN,O,NEI
3181,196,technology,NN,O,NEI
3182,196,cellphone,NN,O,NEI
3183,196,tech,NN,O,NEI
3184,196,google,NN,O,NEI
3185,196,release,NN,O,NEI
3186,196,date,NN,O,NEI
3187,196,review,NN,O,NEO
3188,197,new,JJ,B-ARG1,NEB
3189,197,post,NN,I-ARG1,NEI
3190,197,skype,NN,I-ARG1,NEI
3191,197,empress,NN,I-ARG1,NEO
3192,197,rial,JJ,I-ARG1,Nothing
3193,197,office,NN,I-ARG1,NEB
3194,197,a,DT,I-ARG1,Nothing
3195,197,of,IN,I-ARG1,Nothing
3196,197,of,IN,I-ARG1,Nothing
3197,197,a,DT,I-ARG1,Nothing
3198,197,10730,CD,I-ARG1,NEB
3199,197,20053,CD,I-ARG1,NEB
3200,197,denial,NN,I-ARG1,NEB
3201,197,of,IN,I-ARG1,Nothing
3202,197,service,NN,I-ARG1,NEB
3203,197,has,VBZ,O,Nothing
3204,197,been,VBN,O,Nothing
3205,197,published,VBN,B-V,Nothing
3206,197,on,IN,B-ARGM-LOC,Nothing
3207,198,new,JJ,B-ARG1,NEB
3208,198,post,NN,I-ARG1,NEO
3209,198,impulse,VBP,I-ARG1,Nothing
3210,198,a,DT,I-ARG1,Nothing
3211,198,of,IN,I-ARG1,Nothing
3212,198,top,JJ,I-ARG1,Nothing
3213,198,port,NN,I-ARG1,NEB
3214,198,denial,NN,I-ARG1,NEO
3215,198,of,IN,I-ARG1,Nothing
3216,198,service,NN,I-ARG1,NEB
3217,198,has,VBZ,O,Nothing
3218,198,been,VBN,O,Nothing
3219,198,published,VBN,B-V,Nothing
3220,198,on,IN,B-ARGM-LOC,Nothing
3221,199,new,JJ,B-ARG1,NEB
3222,199,post,NN,I-ARG1,NEI
3223,199,immunity,NN,I-ARG1,NEO
3224,199,debugger,VBZ,I-ARG1,Nothing
3225,199,a,DT,I-ARG1,Nothing
3226,199,of,IN,I-ARG1,Nothing
3227,199,denial,NN,I-ARG1,NEB
3228,199,of,IN,I-ARG1,Nothing
3229,199,service,NN,I-ARG1,NEB
3230,199,has,VBZ,O,Nothing
3231,199,been,VBN,O,Nothing
3232,199,published,VBN,B-V,Nothing
3233,199,on,IN,B-ARGM-LOC,Nothing
3234,201,us,PRP,O,Nothing
3235,201,presses,VBZ,O,Nothing
3236,201,charges,NNS,O,NEB
3237,201,against,IN,O,Nothing
3238,201,washington,NN,O,NEB
3239,201,man,NN,O,NEO
3240,201,allegedly,RB,O,Nothing
3241,201,linked,VBD,O,Nothing
3242,201,to,TO,O,Nothing
3243,201,satori,VB,O,NEB
3244,201,it,PRP,O,Nothing
3245,201,botnet,VBZ,O,NEB
3246,201,so,RB,O,Nothing
3247,201,magazine,NN,B-V,NEB
3248,201,it,PRP,B-ARG1,Nothing
3249,202,microsoft,JJ,O,NEB
3250,202,obliquely,RB,O,Nothing
3251,202,acknowledges,VBZ,O,Nothing
3252,202,windows,NNS,O,NEB
3253,202,a,DT,O,Nothing
3254,202,day,NN,O,NEB
3255,202,bug,NN,O,NEO
3256,202,published,VBN,O,Nothing
3257,202,on,IN,O,Nothing
3258,202,twitter,NN,O,NEB
3259,202,cube,NN,O,NEI
3260,202,security,NN,O,NEI
3261,202,cube,NN,O,NEI
3262,202,crime,NN,O,NEI
3263,202,cube,NN,O,NEI
3264,202,attacks,NNS,O,NEO
3265,202,hacker,VBP,O,NEO
3266,202,hack,RB,O,Nothing
3267,202,breach,NN,O,NEB
3268,202,phishing,VBG,O,NEB
3269,202,dos,JJ,O,Nothing
3270,202,ransom,NN,O,NEB
3271,202,are,VBP,O,Nothing
3272,202,malware,JJ,O,NEB
3273,202,virus,JJ,O,NEO
3274,202,apt,JJ,O,Nothing
3275,202,pianist,NN,O,NEB
3276,202,acc,NN,O,NEO
3277,202,fin,VBD,B-V,Nothing
3278,202,a,DT,B-ARG1,Nothing
3279,202,hip,NN,I-ARG1,NEB
3280,202,a,DT,I-ARG1,Nothing
3281,202,pc,NN,I-ARG1,NEB
3282,203,update,NN,B-V,NEB
3283,203,he,PRP,B-ARG1,Nothing
3284,203,tune,VBZ,I-ARG1,Nothing
3285,203,pro,FW,I-ARG1,Nothing
3286,203,a,DT,I-ARG1,Nothing
3287,203,of,IN,I-ARG1,Nothing
3288,203,denial,NN,I-ARG1,NEB
3289,203,of,IN,I-ARG1,Nothing
3290,203,service,NN,I-ARG1,NEB
3291,204,update,JJ,B-V,Nothing
3292,204,drive,NN,B-ARG1,NEB
3293,204,power,NN,I-ARG1,NEI
3294,204,manager,NN,I-ARG1,NEO
3295,204,a,DT,I-ARG1,Nothing
3296,204,of,IN,I-ARG1,Nothing
3297,204,denial,NN,I-ARG1,NEB
3298,204,of,IN,I-ARG1,Nothing
3299,204,service,NN,I-ARG1,Nothing
3300,206,update,JJ,B-ARG2,Nothing
3301,206,casa,NN,I-ARG2,NEB
3302,206,opens,VBZ,B-V,Nothing
3303,206,a,DT,B-ARG1,Nothing
3304,206,of,IN,I-ARG1,Nothing
3305,206,a,DT,I-ARG1,Nothing
3306,206,denial,NN,I-ARG1,NEB
3307,206,of,IN,I-ARG1,Nothing
3308,206,service,NN,I-ARG1,NEB
3309,207,update,JJ,O,Nothing
3310,207,immunity,NN,O,NEB
3311,207,debugger,VBZ,B-V,Nothing
3312,207,a,DT,O,Nothing
3313,207,of,IN,B-ARG2,Nothing
3314,207,denial,NN,I-ARG2,NEB
3315,207,of,IN,I-ARG2,Nothing
3316,207,service,NN,I-ARG2,NEB
3317,208,update,JJ,B-V,Nothing
3318,208,impulse,VBZ,B-ARG1,Nothing
3319,208,a,DT,I-ARG1,Nothing
3320,208,of,IN,I-ARG1,Nothing
3321,208,top,JJ,I-ARG1,Nothing
3322,208,port,NN,I-ARG1,NEB
3323,208,denial,NN,I-ARG1,NEO
3324,208,of,IN,I-ARG1,Nothing
3325,208,service,NN,I-ARG1,NEB
3326,209,update,JJ,O,Nothing
3327,209,fathom,VBZ,B-V,NEB
3328,209,a,DT,B-ARG1,Nothing
3329,209,a,DT,I-ARG1,Nothing
3330,209,denial,NN,I-ARG1,NEB
3331,209,of,IN,I-ARG1,Nothing
3332,209,service,NN,I-ARG1,NEB
3333,210,update,JJ,B-V,Nothing
3334,210,skype,NN,B-ARG1,NEB
3335,210,empress,NN,I-ARG1,NEO
3336,210,rial,JJ,I-ARG1,Nothing
3337,210,office,NN,I-ARG1,NEB
3338,210,a,DT,I-ARG1,Nothing
3339,210,of,IN,I-ARG1,Nothing
3340,210,of,IN,I-ARG1,Nothing
3341,210,a,DT,O,Nothing
3342,210,10730,CD,O,NEB
3343,210,20053,CD,O,NEB
3344,210,denial,NN,O,NEB
3345,210,of,IN,O,Nothing
3346,210,service,NN,O,NEB
3347,211,cisco,NN,B-V,NEB
3348,211,an,DT,B-ARG1,Nothing
3349,211,connect,JJ,I-ARG1,NEB
3350,211,secure,NN,I-ARG1,NEI
3351,211,mobility,NN,I-ARG1,NEI
3352,211,client,NN,I-ARG1,NEO
3353,211,a,DT,I-ARG1,Nothing
3354,211,a,DT,I-ARG1,Nothing
3355,211,01099,CD,I-ARG1,NEB
3356,211,denial,NN,I-ARG1,NEB
3357,211,of,IN,I-ARG1,Nothing
3358,211,service,NN,I-ARG1,NEB
3359,212,update,JJ,B-V,Nothing
3360,212,easy,JJ,B-ARG1,NEB
3361,212,photo,NN,I-ARG1,NEO
3362,212,esq,VBZ,I-ARG1,Nothing
3363,212,a,DT,I-ARG1,Nothing
3364,212,a,DT,I-ARG1,Nothing
3365,212,denial,NN,I-ARG1,NEB
3366,212,of,IN,I-ARG1,Nothing
3367,212,service,NN,I-ARG1,NEB
3368,213,update,JJ,B-V,Nothing
3369,213,trillion,CD,B-ARG1,Nothing
3370,213,a,DT,I-ARG1,Nothing
3371,213,a,DT,I-ARG1,Nothing
3372,213,build,NN,I-ARG1,NEB
3373,213,of,IN,I-ARG1,Nothing
3374,213,denial,NN,I-ARG1,NEB
3375,213,of,IN,I-ARG1,Nothing
3376,213,service,NN,I-ARG1,NEB
3377,214,update,JJ,B-V,Nothing
3378,214,network,NN,B-ARG1,NEB
3379,214,active,JJ,I-ARG1,Nothing
3380,214,web,NN,I-ARG1,NEB
3381,214,server,VBD,I-ARG1,NEO
3382,214,a,DT,O,Nothing
3383,214,a,DT,O,Nothing
3384,214,are,VBP,O,Nothing
3385,214,alpha,VBZ,O,Nothing
3386,214,a,DT,O,Nothing
3387,214,a,DT,O,Nothing
3388,214,a,DT,O,Nothing
3389,214,denial,NN,O,NEB
3390,214,of,IN,O,Nothing
3391,214,service,NN,O,NEB
3392,215,update,JJ,B-V,Nothing
3393,215,word,NN,B-ARG1,NEB
3394,215,van,VBZ,I-ARG1,Nothing
3395,215,a,DT,I-ARG1,Nothing
3396,215,of,IN,I-ARG1,Nothing
3397,215,of,IN,I-ARG1,Nothing
3398,215,denial,NN,I-ARG1,NEB
3399,215,of,IN,I-ARG1,Nothing
3400,215,service,NN,I-ARG1,NEB
3401,216,nearly,RB,B-ARG1,Nothing
3402,216,of,IN,I-ARG1,Nothing
3403,216,million,CD,I-ARG1,Nothing
3404,216,texas,NN,I-ARG1,NEB
3405,216,voters,NNS,I-ARG1,NEO
3406,216,reportedly,RB,B-ARGM-ADV,Nothing
3407,216,exposed,VBN,B-V,Nothing
3408,216,by,IN,B-ARG0,Nothing
3409,216,data,NNS,I-ARG0,NEB
3410,216,leak,NNS,I-ARG0,NEO
3411,217,newbie,JJ,B-ARG0,NEB
3412,217,hacker,NN,I-ARG0,NEO
3413,217,fingered,VBD,B-V,Nothing
3414,217,for,IN,B-ARG2,Nothing
3415,217,monster,NN,I-ARG2,NEB
3416,217,botnet,NN,I-ARG2,NEO
3417,218,network,NN,B-ARG0,NEB
3418,218,manager,NN,I-ARG0,NEI
3419,218,pc,NN,I-ARG0,NEO
3420,218,username,JJ,I-ARG0,Nothing
3421,218,privilege,NN,I-ARG0,NEB
3422,218,escalation,NN,I-ARG0,NEO
3423,218,this,DT,B-ARG0,Nothing
3424,218,met,VBD,I-ARG0,Nothing
3425,218,split,NN,I-ARG0,NEB
3426,218,module,NN,I-ARG0,NEO
3427,218,exploits,VBZ,B-V,Nothing
3428,218,an,DT,B-ARG1,Nothing
3429,218,injection,NN,I-ARG1,NEB
3430,218,vulnerability,NN,I-ARG1,NEB
3431,218,in,IN,I-ARG1,Nothing
3432,221,network,NN,O,NEB
3433,221,active,JJ,O,Nothing
3434,221,web,NN,O,NEB
3435,221,server,VBD,O,NEO
3436,221,a,DT,O,Nothing
3437,221,a,DT,O,Nothing
3438,221,are,VBP,B-V,Nothing
3439,221,alpha,VBZ,B-ARG2,Nothing
3440,221,a,DT,I-ARG2,Nothing
3441,221,a,DT,I-ARG2,Nothing
3442,221,a,DT,O,Nothing
3443,221,denial,NN,O,NEB
3444,221,of,IN,O,Nothing
3445,221,service,NN,O,Nothing
3446,223,network,NN,O,NEO
3447,223,active,JJ,O,Nothing
3448,223,web,NN,O,NEB
3449,223,server,VBD,O,NEO
3450,223,a,DT,O,Nothing
3451,223,a,DT,B-ARG1,Nothing
3452,223,are,VBP,B-V,Nothing
3453,223,alpha,VBZ,B-ARG2,Nothing
3454,223,a,DT,I-ARG2,Nothing
3455,223,a,DT,I-ARG2,Nothing
3456,223,a,DT,I-ARG2,Nothing
3457,223,denial,NN,O,Nothing
3458,223,of,IN,O,Nothing
3459,223,service,NN,O,NEB
3460,223,network,NN,O,NEO
3461,223,active,JJ,O,Nothing
3462,223,web,NN,O,NEB
3463,223,server,NN,O,NEO
3464,223,version,NN,O,Nothing
3465,223,a,DT,O,Nothing
3466,223,a,DT,O,Nothing
3467,223,are,VBP,O,Nothing
3468,223,alpha,VBZ,O,Nothing
3469,223,a,DT,O,Nothing
3470,223,a,DT,O,Nothing
3471,223,a,DT,O,Nothing
3472,224,cisco,NN,B-V,NEB
3473,224,an,DT,B-ARG1,Nothing
3474,224,connect,JJ,I-ARG1,NEB
3475,224,secure,NN,I-ARG1,NEI
3476,224,mobility,NN,I-ARG1,NEI
3477,224,client,NN,I-ARG1,NEO
3478,224,a,DT,I-ARG1,Nothing
3479,224,a,DT,I-ARG1,Nothing
3480,224,01099,CD,I-ARG1,NEB
3481,224,denial,NN,I-ARG1,NEB
3482,224,of,IN,I-ARG1,Nothing
3483,224,service,NN,I-ARG1,Nothing
3484,226,drive,JJ,B-V,Nothing
3485,226,power,NN,B-ARG1,NEB
3486,226,manager,NN,I-ARG1,NEO
3487,226,a,DT,I-ARG1,Nothing
3488,226,of,IN,I-ARG1,Nothing
3489,226,denial,NN,I-ARG1,NEB
3490,226,of,IN,I-ARG1,Nothing
3491,226,service,NN,I-ARG1,NEB
3492,228,network,NN,O,NEO
3493,228,active,JJ,O,Nothing
3494,228,web,NN,O,NEB
3495,228,server,VBD,O,NEO
3496,228,a,DT,O,Nothing
3497,228,a,DT,O,Nothing
3498,228,are,VBP,B-V,Nothing
3499,228,alpha,VBZ,B-ARG2,Nothing
3500,228,a,DT,I-ARG2,Nothing
3501,228,a,DT,I-ARG2,Nothing
3502,228,a,DT,O,Nothing
3503,228,denial,NN,O,NEB
3504,228,of,IN,O,Nothing
3505,228,service,NN,O,NEB
3506,230,gals,NNS,B-ARGM-DIS,NEO
3507,230,please,VBP,B-ARGM-DIS,Nothing
3508,230,notify,VB,B-V,Nothing
3509,230,your,PRP$,B-ARG1,Nothing
3510,230,it,PRP,I-ARG1,Nothing
3511,230,security,NN,I-ARG1,NEB
3512,230,team,NN,I-ARG1,NEO
3513,230,about,IN,B-ARG2,Nothing
3514,230,a,DT,I-ARG2,Nothing
3515,230,security,NN,I-ARG2,NEB
3516,230,vulnerability,NN,I-ARG2,NEB
3517,230,obb,VBP,I-ARG2,Nothing
3518,230,671392,CD,I-ARG2,NEB
3519,230,on,IN,I-ARG2,Nothing
3520,230,your,PRP$,I-ARG2,Nothing
3521,230,website,NN,I-ARG2,Nothing
3522,232,brillo,JJ,B-ARGM-DIS,Nothing
3523,232,net,JJ,I-ARGM-DIS,Nothing
3524,232,please,NN,B-ARGM-DIS,NEB
3525,232,notify,VB,B-V,Nothing
3526,232,your,PRP$,B-ARG1,Nothing
3527,232,it,PRP,I-ARG1,Nothing
3528,232,security,NN,I-ARG1,NEB
3529,232,team,NN,I-ARG1,NEO
3530,232,about,IN,B-ARG2,Nothing
3531,232,a,DT,I-ARG2,Nothing
3532,232,security,NN,I-ARG2,NEB
3533,232,vulnerability,NN,I-ARG2,NEB
3534,232,obb,VBP,I-ARG2,Nothing
3535,232,671386,CD,I-ARG2,NEB
3536,232,on,IN,I-ARG2,Nothing
3537,232,your,PRP$,I-ARG2,Nothing
3538,232,website,NN,I-ARG2,NEB
3539,233,bar,NN,B-ARGM-DIS,NEB
3540,233,please,NN,B-ARGM-DIS,NEO
3541,233,notify,VB,B-V,Nothing
3542,233,your,PRP$,B-ARG1,Nothing
3543,233,it,PRP,I-ARG1,Nothing
3544,233,security,NN,I-ARG1,NEB
3545,233,team,NN,I-ARG1,NEO
3546,233,about,IN,B-ARG2,Nothing
3547,233,a,DT,I-ARG2,Nothing
3548,233,security,NN,I-ARG2,NEB
3549,233,vulnerability,NN,I-ARG2,NEB
3550,233,obb,VBP,I-ARG2,Nothing
3551,233,671364,CD,I-ARG2,NEB
3552,233,on,IN,I-ARG2,Nothing
3553,233,your,PRP$,I-ARG2,Nothing
3554,233,website,NN,I-ARG2,NEB
3555,234,when,WRB,B-ARGM-TMP,Nothing
3556,234,is,VBZ,O,Nothing
3557,234,someone,NN,B-ARG0,NEB
3558,234,going,VBG,O,Nothing
3559,234,to,TO,O,Nothing
3560,234,use,VB,B-V,NEB
3561,234,a,DT,B-ARG1,Nothing
3562,234,botnet,NN,I-ARG1,NEB
3563,234,to,TO,B-ARG2,Nothing
3564,234,take,VB,I-ARG2,Nothing
3565,234,down,RP,I-ARG2,Nothing
3566,234,canary,JJ,I-ARG2,Nothing
3567,234,degeneracy,NN,I-ARG2,NEB
3568,235,justice,NN,O,NEO
3569,235,department,NN,O,NEI
3570,235,warns,VBZ,O,Nothing
3571,235,it,PRP,O,Nothing
3572,235,might,MD,O,Nothing
3573,235,not,RB,O,Nothing
3574,235,be,VB,O,Nothing
3575,235,able,JJ,O,Nothing
3576,235,to,TO,O,Nothing
3577,235,prosecute,VB,O,Nothing
3578,235,voting,NN,O,NEB
3579,235,machine,NN,O,NEI
3580,235,hackers,NNS,O,NEO
3581,235,slashdot,VBP,O,NEB
3582,235,an,DT,O,Nothing
3583,235,anonymous,JJ,O,Nothing
3584,235,reader,NN,O,NEB
3585,235,quotes,VBZ,O,Nothing
3586,235,a,DT,O,Nothing
3587,235,report,NN,O,NEB
3588,235,from,IN,O,Nothing
